Trx Date,Trx Number,Party Name,Ship City,Ship State,Ship Postal Code,Shipping Method,Segment1,Cases SUM,24 PBE Cases
1/11/2017,11909184,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/11/2017,11909186,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/11/2017,11909187,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/11/2017,11909192,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/11/2017,11909193,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/11/2017,11909194,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/11/2017,11909195,CUSTOMER 2,ESCOBEDO,NL,66066,DELIVERY,FNG00018,2016,2016
1/11/2017,11909197,CUSTOMER 2,ESCOBEDO,NL,66066,DELIVERY,FNG00018,2016,2016
1/12/2017,11909199,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,864,1440
1/12/2017,11909200,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,864,1440
1/12/2017,11909203,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00015,420,420
1/12/2017,11909204,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00014,924,924
1/12/2017,11909204,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00015,672,672
1/12/2017,11909206,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,1152,1920
1/12/2017,11909210,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/12/2017,11909212,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/12/2017,11909213,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/12/2017,11909214,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/12/2017,11909215,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/12/2017,11909216,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,816,1360
1/12/2017,11909223,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,1152,1920
1/12/2017,11909226,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,1152,1920
1/12/2017,11909227,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/12/2017,11909229,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/12/2017,11909232,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/12/2017,11909233,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/12/2017,11909234,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/12/2017,11909235,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/12/2017,11909236,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/12/2017,11909237,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/12/2017,11909238,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/12/2017,11909240,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/12/2017,11909241,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/13/2017,11909239,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909242,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909247,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909248,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,Paid,FNG00014,1680,1680
1/13/2017,11909248,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,Paid,FNG00015,336,336
1/13/2017,11909249,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,864,1440
1/13/2017,11909250,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,864,1440
1/13/2017,11909251,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909252,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,1152,1920
1/13/2017,11909253,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/13/2017,11909254,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,1152,1920
1/13/2017,11909256,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,Paid,FNG00014,168,168
1/13/2017,11909257,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54730,Paid,FNG00014,1848,1848
1/13/2017,11909261,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909264,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909265,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/13/2017,11909269,CUSTOMER 2,ESCOBEDO,NL,66066,DELIVERY,FNG00018,2016,2016
1/13/2017,11909270,CUSTOMER 4,CHIHUAHUA,CH,31136,DELIVERY,FNG00024,2016,2016
1/13/2017,11909271,CUSTOMER 5,Ramos Arizpe,mx,25900,DELIVERY,FNG00035,336,336
1/13/2017,11909272,CUSTOMER 2,ESCOBEDO,NL,66066,DELIVERY,FNG00018,2016,2016
1/13/2017,11909274,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/13/2017,11909275,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/13/2017,11909281,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/13/2017,11909283,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909284,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909285,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/13/2017,11909287,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/14/2017,11909288,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/14/2017,11909289,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,864,1440
1/14/2017,11909290,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,864,1440
1/14/2017,11909291,CUSTOMER 1,TLAJOMULCO DE ZUNIGA,JA,45679,Paid,FNG00033,1152,1920
1/14/2017,11909293,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/14/2017,11909296,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/14/2017,11909297,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/14/2017,11909298,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,1152,1920
1/14/2017,11909300,CUSTOMER 1,MONTERREY,NL,66550,Paid,FNG00033,1152,1920
1/14/2017,11909305,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/14/2017,11909306,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,1152,1920
1/14/2017,11909307,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/14/2017,11909309,CUSTOMER 1,CHALCO,MX,56640,Paid,FNG00033,1152,1920
1/14/2017,11909310,CUSTOMER 1,CUAUTITLAN IZCALLI,MX,54769,Paid,FNG00033,1152,1920
1/14/2017,11909312,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,864,1440
1/14/2017,11909313,CUSTOMER 1,VILLAHERMOSA,TB,86130,Paid,FNG00033,864,1440
1/14/2017,11909314,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
1/14/2017,11909315,CUSTOMER 1,CULIACAN,SI,80130,Paid,FNG00033,864,1440
